,city,state,gender,employment,owns_coffee_machine,owns_car,month,year,year_dob,beverage_preference,bought_coffee
394,St. Charles,IL,female,full-time,i don't know,True,12,2018,1980,coffee,False
395,West Chicago,IL,male,full-time,yes,True,10,2019,1982,coffee,False
396,Schaumburg,IL,female,retired,no,True,7,2018,1980,tea,False
397,Wheaton,IL,male,student,no,True,1,2019,1991,soda,False
398,Wheaton,IL,female,part-time,yes,True,4,2018,1985,coffee,False
399,Barrington,IL,male,unempolyed,no,True,6,2019,1990,beer,False
400,Streamwood,IL,male,unempolyed,yes,True,7,2018,1974,coffee,False
401,Batavia,IL,male,unempolyed,yes,True,8,2019,1987,beer,False
402,Oswego,IL,male,student,no,False,12,2018,1987,beer,False
403,Chicago,IL,female,full-time,yes,False,10,2018,1973,tea,False
404,Batavia,IL,female,full-time,yes,True,5,2018,1976,coffee,False
405,Wheaton,IL,female,student,no,True,8,2019,1990,wine,False
406,Streamwood,IL,male,part-time,yes,True,7,2018,1983,beer,False
407,West Chicago,IL,male,retired,yes,True,5,2018,1984,beer,False
408,St. Charles,IL,male,retired,yes,True,7,2019,1983,beer,False
409,West Dundee,IL,male,retired,i don't know,True,10,2018,1974,beer,False
410,Willowbrook,IL,female,full-time,yes,True,9,2019,1984,coffee,False
411,Barrington,IL,male,full-time,yes,True,12,2018,1979,beer,False
412,West Chicago,IL,female,full-time,yes,True,11,2018,1975,coffee,False
413,West Chicago,IL,female,full-time,yes,True,6,2019,1986,tea,False
414,Chicago,IL,female,part-time,no,False,6,2018,1965,coffee,False
415,Batavia,IL,male,full-time,yes,True,3,2019,1980,coffee,False
416,Plainfield,IL,male,retired,yes,True,9,2018,1976,beer,False
417,Elgin,IL,female,unempolyed,yes,False,1,2019,1992,soda,False
418,Hoffman Estates,IL,male,full-time,yes,False,5,2019,1990,coffee,False
419,Carol Stream,IL,male,retired,yes,True,3,2018,1979,coffee,False
420,Palatine,IL,female,unempolyed,no,True,4,2019,1983,coffee,True
421,Barrington,IL,female,part-time,yes,True,5,2019,1987,soda,False
422,Bolingbrook,IL,female,unempolyed,no,True,2,2018,1979,tea,False
423,Palatine,IL,female,full-time,no,False,6,2019,1987,coffee,False
424,Schaumburg,IL,male,unempolyed,no,True,11,2019,1989,beer,False
425,Palatine,IL,female,retired,i don't know,True,7,2019,1992,coffee,False
426,Bolingbrook,IL,male,full-time,yes,True,8,2019,1991,coffee,False
427,Glen Ellyn,IL,male,student,yes,False,6,2019,1991,soda,False
428,Minooka,IL,male,student,yes,True,5,2019,1986,soda,False
429,Warrenville,IL,female,student,yes,True,12,2019,1994,tea,False
430,Barrington,IL,female,part-time,yes,True,2,2019,1991,soda,False
431,Inverness,IL,female,full-time,yes,True,2,2019,1980,tea,False
432,Plainfield,IL,male,full-time,no,True,9,2018,1982,beer,False
433,Willowbrook,IL,female,retired,no,True,10,2019,1979,wine,False
434,St. Charles,IL,female,full-time,yes,True,5,2018,1970,tea,False
435,St. Charles,IL,female,part-time,no,True,2,2018,1985,wine,False
436,St. Charles,IL,male,full-time,yes,True,12,2018,1985,coffee,False
437,West Dundee,IL,male,part-time,yes,True,5,2018,1980,tea,False
438,Algonquin,IL,female,full-time,no,True,3,2019,1988,coffee,False
439,Inverness,IL,male,student,yes,True,6,2019,1984,coffee,False
440,Inverness,IL,female,retired,i don't know,True,3,2018,1976,wine,False
441,Streamwood,IL,female,student,no,True,3,2019,1990,coffee,True
442,Naperville,IL,female,full-time,yes,True,7,2018,1978,tea,False
443,Oswego,IL,male,full-time,yes,True,11,2018,1977,wine,False
444,Plainfield,IL,female,retired,yes,False,7,2018,1979,wine,False
445,Warrenville,IL,female,unempolyed,no,True,7,2018,1988,wine,False
446,Algonquin,IL,female,student,yes,True,2,2019,1987,tea,False
447,Romeoville,IL,male,student,no,True,8,2019,1994,coffee,False
448,Minooka,IL,male,unempolyed,yes,True,7,2019,1988,coffee,False
449,Barrington,IL,male,full-time,yes,False,4,2018,1975,beer,False
450,Mokena,IL,male,part-time,yes,True,9,2019,1991,beer,False
451,Inverness,IL,female,full-time,yes,True,6,2019,1986,wine,False
452,Barrington,IL,female,full-time,no,True,10,2018,1972,wine,False
453,Plainfield,IL,female,full-time,yes,True,4,2018,1984,coffee,False
454,Romeoville,IL,female,full-time,no,True,5,2019,1987,tea,False
455,Palatine,IL,male,student,no,True,8,2018,1984,soda,False
456,Minooka,IL,female,part-time,yes,False,5,2018,1979,coffee,False
457,Bolingbrook,IL,male,retired,yes,False,5,2019,1985,beer,False
458,Willowbrook,IL,male,full-time,no,True,5,2019,1983,beer,False
459,Chicago,IL,male,full-time,yes,False,1,2019,1986,coffee,False
460,St. Charles,IL,male,student,yes,True,9,2018,1984,beer,False
461,St. Charles,IL,male,part-time,yes,True,10,2019,1994,beer,False
462,Warrenville,IL,female,student,i don't know,True,5,2019,1992,wine,True
463,Streamwood,IL,male,unempolyed,yes,True,8,2019,1992,coffee,False
464,Palatine,IL,male,full-time,yes,True,3,2019,1985,coffee,False
465,Plainfield,IL,male,full-time,yes,True,4,2019,1986,beer,False
466,West Dundee,IL,female,full-time,yes,False,6,2018,1974,wine,False
467,Batavia,IL,female,part-time,yes,True,7,2018,1988,tea,False
468,Minooka,IL,female,full-time,no,True,7,2019,1993,tea,False
469,Glen Ellyn,IL,female,full-time,yes,False,11,2019,1984,tea,False
470,Naperville,IL,male,unempolyed,no,True,4,2019,1990,coffee,False
471,Oswego,IL,female,full-time,yes,True,2,2019,1984,coffee,True
472,Inverness,IL,female,retired,yes,True,2,2018,1972,coffee,False
473,Schaumburg,IL,male,student,yes,True,7,2019,1992,coffee,False
474,Inverness,IL,female,unempolyed,yes,True,5,2018,1975,coffee,False
475,Carol Stream,IL,female,part-time,yes,True,6,2018,1979,wine,False
476,Minooka,IL,female,full-time,yes,True,3,2018,1976,tea,False
477,Naperville,IL,male,full-time,yes,False,8,2019,1987,coffee,False
478,Algonquin,IL,male,full-time,yes,True,7,2018,1987,coffee,False
479,Algonquin,IL,male,part-time,yes,True,12,2018,1973,coffee,False
480,Plainfield,IL,female,full-time,no,True,11,2019,1989,tea,False
481,Wheaton,IL,female,part-time,no,True,9,2019,1980,wine,False
482,West Chicago,IL,female,full-time,yes,True,6,2019,1986,wine,False
483,Glen Ellyn,IL,female,full-time,yes,False,10,2019,1983,coffee,False
484,Glen Ellyn,IL,female,unempolyed,no,False,9,2019,1988,wine,False
485,Minooka,IL,male,student,yes,False,9,2019,1986,beer,False
486,Mokena,IL,female,unempolyed,no,True,9,2019,1985,coffee,False
487,Deer Park,IL,male,full-time,no,True,4,2018,1978,coffee,False
488,Elgin,IL,female,full-time,yes,True,12,2019,1988,wine,False
489,Barrington,IL,male,full-time,yes,True,2,2019,1988,coffee,False
490,West Chicago,IL,female,part-time,no,True,6,2018,1968,coffee,False
491,Oswego,IL,male,full-time,yes,True,4,2018,1978,coffee,False
492,Bolingbrook,IL,male,full-time,yes,False,4,2018,1980,coffee,False
493,West Chicago,IL,female,full-time,yes,True,5,2018,1980,coffee,False
494,Algonquin,IL,female,part-time,no,True,8,2018,1977,wine,False
495,Carol Stream,IL,female,full-time,no,False,11,2018,1985,coffee,False
496,Carol Stream,IL,female,student,yes,True,9,2019,1988,coffee,False
497,Mokena,IL,female,full-time,yes,True,3,2018,1974,soda,True
498,St. Charles,IL,male,unempolyed,yes,True,1,2018,1989,soda,False
499,Batavia,IL,male,full-time,yes,True,3,2018,1973,coffee,False
500,Elgin,IL,male,full-time,no,False,10,2019,1991,coffee,False
501,Hoffman Estates,IL,male,student,no,True,1,2019,1991,coffee,False
502,Chicago,IL,male,full-time,yes,True,6,2019,1986,soda,False
503,Streamwood,IL,female,full-time,yes,True,2,2018,1984,tea,False
504,Minooka,IL,female,full-time,yes,True,5,2018,1962,coffee,False
505,Hoffman Estates,IL,female,unempolyed,yes,True,8,2019,1986,coffee,True
506,Mokena,IL,male,part-time,yes,True,3,2019,1989,coffee,False
507,Romeoville,IL,male,full-time,no,True,8,2018,1978,beer,False
508,West Dundee,IL,female,full-time,yes,True,5,2019,2000,soda,False
509,St. Charles,IL,female,student,yes,True,2,2019,1993,wine,False
510,Aurora,IL,female,student,no,True,3,2019,1986,soda,False
511,Minooka,IL,female,unempolyed,yes,False,11,2019,1988,coffee,False
512,Streamwood,IL,female,full-time,yes,True,3,2018,1984,coffee,False
513,Carol Stream,IL,female,unempolyed,yes,True,4,2019,1991,wine,False
514,Warrenville,IL,male,student,no,True,9,2018,1983,soda,False
515,Elgin,IL,female,full-time,yes,True,8,2019,1989,coffee,False
516,Elgin,IL,female,retired,no,True,12,2018,1980,coffee,False
517,Palatine,IL,female,full-time,yes,True,4,2019,1989,coffee,False
518,Barrington,IL,male,full-time,yes,True,6,2018,1978,beer,False
519,Mokena,IL,female,student,yes,True,11,2018,1987,coffee,False
520,Oswego,IL,male,full-time,yes,True,6,2019,1986,beer,False
521,Warrenville,IL,male,full-time,yes,True,10,2018,1979,coffee,False
522,Hoffman Estates,IL,female,full-time,no,True,12,2019,1984,tea,False
523,Palatine,IL,female,unempolyed,no,True,3,2019,1990,wine,False
524,Bolingbrook,IL,male,full-time,yes,True,11,2018,1973,coffee,False
525,Glen Ellyn,IL,male,part-time,yes,True,9,2018,1970,coffee,False
526,Warrenville,IL,female,part-time,no,True,2,2018,1990,coffee,False
527,Chicago,IL,female,full-time,yes,False,7,2019,1991,wine,False
528,Carol Stream,IL,female,part-time,yes,True,3,2018,1968,wine,False
529,Willowbrook,IL,female,student,no,True,3,2019,1994,tea,False
530,Naperville,IL,female,full-time,yes,True,2,2018,1978,wine,False
531,Oswego,IL,male,unempolyed,yes,True,10,2019,1983,soda,False
532,Willowbrook,IL,male,student,no,True,10,2019,1994,coffee,False
533,Deer Park,IL,female,part-time,i don't know,False,8,2018,1975,wine,False
534,Warrenville,IL,male,unempolyed,yes,False,6,2019,1985,coffee,False
535,Willowbrook,IL,female,part-time,yes,True,3,2018,1979,coffee,False
536,Deer Park,IL,female,full-time,yes,True,4,2019,1986,tea,False
537,Batavia,IL,male,student,no,True,4,2018,1983,coffee,False
538,Chicago,IL,male,full-time,yes,False,8,2018,1974,coffee,False
539,Plainfield,IL,male,unempolyed,no,True,9,2018,1986,wine,False
540,Barrington,IL,female,full-time,yes,True,4,2018,1978,coffee,False
541,Aurora,IL,female,full-time,yes,True,9,2019,1992,coffee,False
542,Willowbrook,IL,female,full-time,yes,True,6,2018,1979,coffee,False
543,Deer Park,IL,female,student,yes,False,3,2019,1991,coffee,False
544,Minooka,IL,female,full-time,no,True,7,2019,1986,coffee,False
545,Streamwood,IL,male,full-time,yes,True,5,2018,1972,coffee,False
546,Mokena,IL,female,student,yes,True,8,2019,1989,coffee,False
547,Naperville,IL,male,unempolyed,yes,True,11,2018,1976,beer,False
548,St. Charles,IL,female,retired,yes,True,6,2018,1978,tea,False
549,Palatine,IL,female,full-time,yes,True,5,2018,1974,coffee,False
550,Barrington,IL,male,unempolyed,yes,True,10,2018,1979,coffee,False
551,Schaumburg,IL,male,full-time,no,True,8,2018,1980,beer,False
552,Bolingbrook,IL,male,full-time,no,True,9,2018,1973,soda,False
553,Glen Ellyn,IL,male,unempolyed,yes,True,9,2018,1982,tea,False
554,Oswego,IL,male,full-time,yes,True,11,2018,1983,coffee,False
555,Glen Ellyn,IL,male,full-time,no,True,3,2019,1990,coffee,False
556,St. Charles,IL,female,unempolyed,yes,True,12,2018,1974,wine,False
557,Barrington,IL,female,student,yes,True,4,2019,1987,tea,False
558,Elgin,IL,male,full-time,no,True,11,2019,1995,beer,False
559,West Chicago,IL,female,student,no,True,11,2019,1993,tea,False
560,Oswego,IL,male,student,yes,True,1,2019,1985,soda,False
561,Minooka,IL,female,full-time,yes,True,7,2019,1991,soda,False
562,Batavia,IL,female,retired,no,True,5,2018,1983,coffee,False
563,Willowbrook,IL,male,full-time,yes,True,2,2019,1989,tea,False
564,Palatine,IL,female,unempolyed,yes,True,3,2018,1983,tea,False
565,Inverness,IL,male,student,yes,True,4,2019,1987,coffee,False
566,West Chicago,IL,male,full-time,yes,True,4,2018,1970,coffee,False
567,Palatine,IL,male,retired,no,True,11,2018,1975,coffee,False
568,Wheaton,IL,female,full-time,no,True,7,2018,1968,coffee,False
569,Inverness,IL,male,unempolyed,yes,True,2,2019,1984,coffee,False
570,Romeoville,IL,female,part-time,yes,True,4,2019,1991,coffee,False
571,Oswego,IL,male,student,yes,True,12,2019,1992,tea,False
572,Wheaton,IL,male,part-time,yes,True,10,2018,1981,soda,False
573,Carol Stream,IL,female,retired,yes,True,6,2018,1976,coffee,False
574,Naperville,IL,male,student,yes,True,11,2019,1993,coffee,False
575,Plainfield,IL,male,part-time,yes,True,5,2019,1988,tea,False
576,Plainfield,IL,female,full-time,yes,False,4,2019,1985,coffee,False
577,West Dundee,IL,female,full-time,no,True,7,2018,1976,coffee,False
578,Deer Park,IL,female,full-time,yes,True,6,2019,1987,tea,False
579,Batavia,IL,male,full-time,no,True,12,2018,1975,beer,False
580,Wheaton,IL,male,student,yes,True,1,2019,1992,coffee,False
581,Algonquin,IL,male,full-time,yes,True,8,2018,1977,coffee,False
582,Batavia,IL,male,full-time,no,True,8,2018,1980,tea,False
583,Plainfield,IL,female,unempolyed,no,True,7,2019,1994,coffee,False
584,Aurora,IL,female,student,no,True,5,2019,1988,tea,False
585,Hoffman Estates,IL,female,student,yes,True,6,2018,1983,coffee,True
586,Palatine,IL,female,retired,yes,True,7,2018,1983,coffee,False
587,Plainfield,IL,male,part-time,yes,True,3,2018,1975,coffee,False
589,West Dundee,IL,male,part-time,yes,True,3,2019,1990,coffee,False
590,Batavia,IL,male,full-time,yes,True,9,2018,1974,coffee,False
591,Schaumburg,IL,male,full-time,no,True,8,2019,1987,coffee,False
592,Glen Ellyn,IL,female,full-time,yes,True,4,2018,1979,coffee,False
593,Palatine,IL,male,full-time,yes,True,11,2018,1968,beer,False
594,Chicago,IL,female,full-time,i don't know,False,4,2018,1984,coffee,False
595,Batavia,IL,male,full-time,yes,True,8,2018,1977,beer,False
596,Minooka,IL,female,full-time,i don't know,True,10,2018,1973,coffee,False
597,Chicago,IL,male,part-time,no,False,2,2018,1977,beer,False
598,Warrenville,IL,female,full-time,yes,True,3,2018,1980,tea,False
599,Romeoville,IL,male,student,i don't know,True,8,2019,1987,soda,False
600,Romeoville,IL,female,full-time,no,True,7,2018,1982,wine,False
601,Schaumburg,IL,male,unempolyed,no,True,7,2018,1988,coffee,False
602,Streamwood,IL,male,full-time,no,True,4,2019,1989,coffee,False
603,Hoffman Estates,IL,female,part-time,yes,True,8,2019,1987,coffee,True
604,Algonquin,IL,male,student,yes,False,6,2019,1988,coffee,False
605,Romeoville,IL,female,part-time,no,True,9,2018,1986,coffee,False
606,Romeoville,IL,male,unempolyed,yes,True,4,2018,1968,beer,False
607,Streamwood,IL,male,unempolyed,no,True,8,2019,1987,beer,False
608,Aurora,IL,female,unempolyed,yes,True,4,2019,1986,coffee,False
609,Palatine,IL,male,unempolyed,yes,True,6,2018,1981,coffee,False
610,Plainfield,IL,male,unempolyed,yes,True,4,2019,1986,coffee,False
611,Wheaton,IL,female,full-time,yes,True,9,2018,1979,coffee,False
612,Minooka,IL,female,unempolyed,no,True,11,2019,1989,coffee,False
613,Warrenville,IL,female,student,no,True,6,2019,1992,wine,False
614,Schaumburg,IL,female,full-time,no,True,3,2018,1979,coffee,False
615,Naperville,IL,female,unempolyed,yes,True,3,2018,1973,coffee,False
616,Warrenville,IL,male,full-time,yes,True,9,2018,1972,coffee,False
617,Minooka,IL,male,full-time,yes,True,6,2019,1988,coffee,False
618,Carol Stream,IL,male,full-time,no,True,3,2019,1987,beer,False
619,Mokena,IL,male,unempolyed,yes,True,8,2019,1985,beer,False
620,Carol Stream,IL,male,unempolyed,yes,True,2,2018,1985,coffee,False
621,Romeoville,IL,male,retired,no,False,8,2019,1987,coffee,False
622,St. Charles,IL,female,student,yes,True,2,2019,1987,coffee,False
623,Algonquin,IL,female,student,yes,True,1,2019,1993,coffee,False
624,Warrenville,IL,male,full-time,yes,True,8,2019,1990,beer,False
625,Algonquin,IL,female,student,yes,True,8,2019,1995,wine,False
626,Oswego,IL,male,full-time,no,True,4,2019,1987,soda,False
627,Wheaton,IL,female,student,yes,True,11,2019,1988,coffee,False
628,Bolingbrook,IL,male,full-time,yes,True,10,2018,1972,tea,False
629,Willowbrook,IL,female,student,no,True,12,2019,1995,tea,False
630,West Chicago,IL,female,student,yes,True,4,2019,1996,coffee,False
631,Mokena,IL,female,part-time,no,True,7,2018,1978,wine,False
632,Bolingbrook,IL,male,part-time,yes,True,1,2019,1990,beer,False
633,Carol Stream,IL,male,unempolyed,no,True,11,2018,1981,soda,False
634,Barrington,IL,male,student,yes,False,12,2018,1980,beer,False
635,West Chicago,IL,female,retired,no,False,9,2018,1982,coffee,False
636,Wheaton,IL,male,full-time,yes,True,7,2018,1978,coffee,False
637,St. Charles,IL,male,unempolyed,yes,True,11,2019,1992,coffee,False
638,Palatine,IL,female,part-time,yes,True,4,2019,1990,coffee,False
639,West Dundee,IL,male,unempolyed,yes,True,4,2019,1987,soda,False
640,Inverness,IL,female,student,no,False,4,2019,1987,coffee,False
641,Bolingbrook,IL,female,full-time,no,True,4,2018,1978,wine,False
642,Aurora,IL,male,full-time,no,True,10,2019,1989,soda,False
643,Plainfield,IL,male,full-time,no,True,6,2018,1974,coffee,False
644,Barrington,IL,male,unempolyed,yes,True,12,2018,1977,beer,False
645,Carol Stream,IL,male,unempolyed,no,True,9,2018,1979,coffee,False
646,Wheaton,IL,female,full-time,yes,False,9,2018,1973,coffee,False
647,Plainfield,IL,female,full-time,yes,True,6,2019,1987,wine,False
648,West Dundee,IL,female,part-time,no,True,12,2019,1988,coffee,False
649,Glen Ellyn,IL,female,full-time,yes,True,2,2019,1986,tea,False
650,St. Charles,IL,female,student,yes,True,11,2019,1996,tea,False
651,Oswego,IL,female,student,no,True,3,2018,1981,coffee,False
652,Minooka,IL,female,full-time,no,True,9,2019,1991,tea,False
653,Chicago,IL,female,full-time,i don't know,True,6,2018,1976,coffee,False
654,West Chicago,IL,male,retired,yes,True,2,2018,1972,tea,False
655,Bolingbrook,IL,male,retired,yes,True,7,2019,1980,coffee,False
656,Warrenville,IL,male,unempolyed,yes,True,7,2018,1981,coffee,False
657,Plainfield,IL,male,full-time,yes,True,4,2019,1989,beer,False
658,Bolingbrook,IL,female,unempolyed,yes,True,10,2019,1989,coffee,False
659,Batavia,IL,male,full-time,yes,True,7,2019,1990,coffee,False
660,Barrington,IL,male,full-time,yes,True,4,2019,1988,coffee,False
661,Glen Ellyn,IL,male,student,yes,True,5,2019,1993,coffee,False
662,St. Charles,IL,female,unempolyed,no,True,1,2019,1991,coffee,False
663,Mokena,IL,female,student,no,True,2,2019,1998,coffee,False
664,Aurora,IL,male,unempolyed,yes,True,4,2019,1990,coffee,False
665,Minooka,IL,male,student,yes,True,5,2018,1983,beer,False
666,Aurora,IL,female,unempolyed,yes,True,2,2018,1979,coffee,False
667,West Chicago,IL,male,student,yes,True,2,2019,1992,coffee,False
668,Oswego,IL,male,full-time,yes,True,12,2019,1992,soda,False
669,Barrington,IL,male,part-time,yes,True,3,2018,1976,coffee,False
670,Hoffman Estates,IL,male,full-time,yes,True,3,2018,1980,soda,False
